428106223898,157041356694,591993019474,557586253823
659051526047,197733646952,986610711185,153034617415
983989562151,154102523070,524208647800,779494250391
556080838910,659893760919,537298128330,359980199793
553927874431,527762615926,461017699596,961340978395
455383462019,193917943588,902172465692,865263774515
346723266955,563225314868,104848292842,805627376824
159626958776,497585859689,213114004164,729287412098
136635124072,181457901123,516508038666,620520093362
612947578449,816983178230,720341276183,176578909059
563434316959,438803378524,983443870713,803684334695
160015751986,733611831106,893785853586,876477414134
568568489016,197629479641,454521058534,189687809683
824098685905,640605586290,575617217602,365443278864
240296671215,787765825245,269900912102,535564250447
248066453304,579454375406,316350439396,545959787617
774272436181,999808622956,716040719906,482106112547
677433699894,127383208210,594802188633,604173376644
711068838926,802308153572,892236999804,452799216454
836193491679,174820175156,539362076380,797493241892
145499214487,906245114956,900702753984,746480197177
716032992650,163855902927,404324627145,477053178216
322227685755,888917410373,350072913461,768433418560
756477604350,981429192072,198955741493,779462805873
257505455990,149052846154,148597151704,869874998084
997263471870,786175138263,163400744360,655884127818
746598335367,693690589897,292211888650,246099892960
824624409439,667410289296,513728575679,164663407559
401931025643,941942193192,689405369335,856844591394
450266523338,926137835649,205979681489,491633017295
150723688898,794138027553,907649868933,611022135649
632592346265,516216445957,843530778179,916197693090
740241244021,725067068616,375228816848,166129335125
192555876732,240172460561,614738024044,438159920262
525856638275,984749372092,763650104502,978417731172
104777611468,102362002827,563116208754,172921723644
906132766191,570369659159,731734977761,827418187384
180606158755,309150540635,182306142305,601074801222
182413033270,912119996876,500923218708,960144517751
875517713852,299151697993,965100432137,727966966741
241916935033,623164027830,941622805306,720873554027
597947678952,453212551021,973978043121,115216866418
499045552456,212135079500,681543734196,253023085217
910572096495,714255309265,880540428474,564404637398
693027022230,755535142984,874691357870,515600117127
725676139018,667982221123,461371366010,543935989473
114029782099,813804240246,994666740347,737622704845
102619098254,607253143371,931695779845,325249489431
642329187989,510683896965,948406868164,589054710991
453025110624,994921866684,904845932426,447117473178
155912740918,352623695456,687164268086,398613918871
445066339221,143533066580,873635233390,556124325452
771944854509,313520111208,579439817340,266005208125
227214000553,482138974386,883974113020,627868443790
723612351307,527995391653,495603096364,801963546717
831448572329,535013327354,204731579655,989186225576
471262675693,920552588207,624188203735,879557713254
594534634940,373376753297,262692016989,470129820066
913064339731,880840433987,773692560316,400783876802
636558588797,500358683504,789864746648,611564274254
252663407729,413464006767,591224156046,132059463109
940931978668,273115230885,584274083811,993529254055
751400695967,604737041235,948727077275,607565041443
462628284666,206011611412,832574904892,709941825120
683462354285,273161849082,620213619077,970687145450
612462208830,542367969590,701320137002,620368655593
688817108416,158006276235,365073978025,990622049016
791689894266,724065754534,234604909874,849042185121
419307873302,575487549525,152935596044,919630231252
435673191364,141186320122,228837839380,269769682260
697268055975,890385279225,578797947698,718941350753
227249820864,358269112492,642981442195,876297074024
808380966181,698520264949,545262445853,395377950128
492253141687,883069838547,817687936035,699494930385
454810060656,471056088720,429734282945,376750070591
390480593611,690658847118,537789876634,369619962476
214393151537,311419183473,430448511782,681106112240
367021608021,191345290313,791278260552,841470316767
144321621643,848244918382,164861947473,613127621185
136464287636,131900578670,534026326387,386519772731
961367428012,266144976337,636987517816,193660795564
150337771931,647189996441,293823508401,843070666746
724304326710,902859595861,877918028758,202036966651
229490564400,128621372316,109398948657,238092643980
222877050733,328379743025,566693436967,557879656472
800000187779,258968006763,605421487640,602410497241
508792766668,109795414481,285798494583,727219219519
