971511529177,338197480928,972627579622,821452570754
382879750829,176956181763,968938547929,932107095694
313403044253,124065814569,640856022190,593944244856
705343988192,241529491628,647797693119,869754615935
696267230633,132423740364,210348634259,763607066321
707074977404,666971122691,740097577086,341192797696
805438144495,199996090007,471340487137,383294645945
919504603380,939632788637,222901554098,338062213376
822057006348,647357014170,537891641503,161530335910
318011829681,980494450820,424768133474,605577543308
457517339419,991899157099,721251510855,610031352656
709546839958,412463005759,359858505406,489666513798
407867324811,355260918969,440256267468,774025921965
816859588373,821015739689,707126646886,768734249772
694820231156,786174738846,646808977868,342982170365
613007727743,404568072637,437813585172,385629642258
535782753743,222365062515,946265015071,740411791116
933394873057,732304451063,725256896117,261703637695
690109592835,589745259903,111822997076,102446423177
137665372476,532016472756,388640843028,269059803458
730368398717,461599464512,215085695731,467189176223
666339218677,534856118979,432768253705,364696795444
223695071377,123591449855,613286260462,186440753420
277771696675,679378776668,506937471410,623817981712
408263245312,785217437925,652750805990,272223536931
361616602369,247531377640,893960797945,194011814627
108323458989,864569206985,230657729540,846327432910
670043471745,345114879177,183228735495,766846260677
233232869869,781790011113,600495122992,184714452651
300838034946,807214123203,813384915584,290503649784
907352324229,300258078839,353090475664,559625626972
429140207828,782223088395,415110614451,589508818132
563878435202,293795823956,636846939534,953694488957
180898670632,121504532795,303811637060,835482927374
434609353997,188559197551,828148325314,834159588733
775834255449,364842547543,148582790038,832373127495
770868335153,450388695980,911767326494,286373382731
108263385434,838518897777,863410788818,881221888102
568719030773,202626133672,642419190079,428272111052
903869847739,432673311456,245883078188,873186015082
789160174777,800114471229,334693378732,538946805950
403127540235,570199928857,544600853023,284624022130
694108601206,303972542819,691341354845,717512135226
416746702933,463363476677,380613895882,276107166413
802969074984,429913083603,246737312230,317342760621
470113134534,287401868681,863479326904,393465115557
272498685649,830596957157,559337349165,876239924058
816408184336,408660071422,654711258822,491182872807
571842964677,307892567280,966715879116,947632729863
604588912502,227077110147,422751510291,112983326221
106412599337,245486932496,159691293393,643303767622
883478246384,979634323039,880429924963,627997729447
129735056864,786989154526,472272556604,768001365332
417946377577,432919695192,597483882635,612166572590
799571327627,808593843729,747821880282,286954423420
480638101859,977202146339,241604286133,270943578349
827656372688,680585128270,156433258859,939545273415
192714774071,104065859697,968186836813,448419273040
626019036455,260512689561,935142374453,196348067124
546069052468,654057121102,258418213232,408209947093
406916026992,784546118037,363831750020,468822507048
481841609028,455863522781,624389929836,526744952594
516855912913,534840026478,207779655420,140691135730
426374033695,307999940779,315059204734,288972791908
341288946511,131370341603,660308125556,587486809897
646247896743,264623436280,704102831405,298976004082
148801099231,256581983269,649935941461,723926865358
298165592923,425013795032,303789697766,529985899006
398851136400,367350674314,828016640974,233513786705
153475475838,757284377710,989891026660,337481861522
848304711762,699326464891,907161991481,604791661033
643562024423,584122830018,779432930429,240484290047
592403453018,704467067922,671393545840,601066058048
787443901491,287885422468,327088118122,785062056475
947680760259,702711554025,820811647814,895058815553
