428106223898,157041356694,591993019474,557586253823
659051526047,197733646952,986610711185,153034617415
983989562151,154102523070,524208647800,779494250391
556080838910,659893760919,537298128330,359980199793
553927874431,527762615926,461017699596,961340978395
455383462019,193917943588,902172465692,865263774515
346723266955,563225314868,104848292842,805627376824
159626958776,497585859689,213114004164,729287412098
136635124072,181457901123,516508038666,620520093362
612947578449,816983178230,720341276183,176578909059
563434316959,438803378524,983443870713,803684334695
160015751986,733611831106,893785853586,876477414134
568568489016,197629479641,454521058534,189687809683
824098685905,640605586290,575617217602,365443278864
240296671215,787765825245,269900912102,535564250447
248066453304,579454375406,316350439396,545959787617
774272436181,999808622956,716040719906,482106112547
677433699894,127383208210,594802188633,604173376644
711068838926,802308153572,892236999804,452799216454
836193491679,174820175156,539362076380,797493241892
145499214487,906245114956,900702753984,746480197177
349030336192,299583052142,461879828498,183360527090
160565639498,350583113870,196868493245,719945001984
555347275541,616406937524,675961808303,749013466032
676602875783,612385151111,982726189694,369617107183
985134546353,171280426001,409613681137,366529135812
594487844352,115440586257,760910140737,286540267532
284971428607,792652649111,828845541807,622901190233
803438922178,926512640314,836197637811,941318090114
842259961333,849218613131,389222437188,919027491642
189688708879,329671308334,800975744887,612387526115
585884285447,939092353851,401703146441,307839775844
533234958275,513445315261,584910229659,195727079552
942816518750,965945171267,394395874536,326246681213
358568463264,827926377039,687425795308,104943126422
700218492421,329822095440,745227951162,101752368448
958564003567,101455471982,950739235877,618218623275
234272151536,674578777627,458883629535,707270293041
380483242462,405179573352,122462995167,234447594011
963933542237,869653305700,603825427084,512169103498
969187232092,867824755383,291337368908,977868887038
740532946662,438487202528,420324944987,333091260919
682819262133,508421535447,716828133175,546027107700
312456835932,485759934632,791867152009,834503545214
327399337940,934020418411,264605130384,281504358311
272227636738,565501323365,338840871443,541582008409
605200904476,237376120928,747252161622,384350433625
543763448664,744615269448,782132792383,525575067098
908990992099,702363394028,933067313517,525311472317
859382697861,913511920038,506105228795,163872528848
424412422917,415991925346,780072604195,482038653696
218099075219,446787905372,202536903800,858754107100
252261283099,385984715248,891327449110,159645194753
123241716713,956625064230,679804967882,267558594181
537133591455,979451031794,272656567618,606710174187
508321881216,785210919729,367954903394,376679658367
360005307343,146223472856,377701926304,396679675306
936729768203,608404237958,910270644429,832728895014
724403770436,313262738855,639812014998,647424453783
199381609169,856345898614,286532424776,150639758869
499819943574,468367026855,463353882568,453387054907
429178408492,438234312550,870901161747,109655618883
104245065464,977810792827,115310699316,632611346484
923614799534,777918600081,728674237327,529760391467
720855728166,817584798819,735282185314,285715670926
870892083944,137007316203,653044156806,407007893518
140445950770,123784733523,396454490529,406529654542
371031509913,896793428631,292943115483,906237420150
878996591718,357676702779,618493869689,182946858334
911770825165,827690521963,920392298109,932370250082
658302396787,458504178749,624917525234,394243153925
308786128577,305585735882,658137266390,697002137324
304503638151,349690826670,274518572737,266459913949
915099722103,755818745831,497433714438,250907120392
667024609144,286034934319,102784515444,547407808032
232239033028,928194552221,400528542093,830929441138
631949162219,850182990285,809092334979,183752384167
271838623735,759740052267,211608228544,626560902786
404751827753,314140700003,540320902850,296828286856
597583166480,903466626656,758650088623,334999602279
856421705604,983136157419,544978931542,414715420009
363640943738,962916414533,904650644824,823776368141
222492755181,749613906292,403421848780,271180856423
675354742879,175649101776,861090330091,586831130245
639702588475,186499927614,513795116497,126954522726
426660022263,484233123626,382069987380,130307551950
155430274027,853488806192,146750205067,114419287168
